,AAPL,TSLA,MSFT,VZ,AMZN,BA,MS,DB,JPM,META,INTC,GS,HPE,TCS,WMT,T,TGT,WFC,V
2010-01-19,7.679999828338623,1.5926669836044312,31.100000381469727,29.29027366638184,6.380499839782715,60.650001525878906,31.15999984741211,67.48091888427734,43.27999877929688,38.22999954223633,21.049999237060547,166.86000061035156,9.618976593017578,36.20000076293945,54.02999877929688,19.78852081298828,51.20000076293945,28.280000686645508,21.96249961853028
2010-01-20,7.56178617477417,1.5926669836044312,30.59000015258789,28.80257034301757,6.289000034332275,60.20000076293945,30.6299991607666,65.53434753417969,43.400001525878906,38.22999954223633,21.07999992370605,167.7899932861328,9.618976593017578,36.20000076293945,53.86000061035156,19.509063720703125,50.720001220703125,27.81999969482422,21.854999542236328
2010-01-21,7.431070804595947,1.5926669836044312,30.01000022888184,28.7275390625,6.330999851226807,59.20000076293945,29.34000015258789,62.59542083740234,40.540000915527344,38.22999954223633,20.84000015258789,160.8699951171875,9.618976593017578,36.20000076293945,52.91999816894531,19.38821792602539,50.220001220703125,28.0,21.112499237060547
2010-01-22,7.0625,1.5926669836044312,28.959999084472656,28.455551147460938,6.071499824523926,57.77000045776367,27.799999237060547,59.29389190673828,39.15999984741211,38.22999954223633,19.90999984741211,154.1199951171875,9.618976593017578,36.20000076293945,52.93999862670898,19.17673683166504,50.380001068115234,27.26000022888184,20.6825008392334
2010-01-25,7.252500057220459,1.5926669836044312,29.31999969482422,28.77443504333496,6.015500068664551,57.77999877929688,27.739999771118164,60.95419692993164,39.209999084472656,38.22999954223633,20.31999969482422,154.97999572753906,9.618976593017578,36.20000076293945,52.880001068115234,19.320241928100582,50.77000045776367,27.65999984741211,20.50749969482422
2010-01-26,7.355000019073486,1.5926669836044312,29.5,28.29611015319824,5.973999977111816,57.709999084472656,27.32999992370605,58.959922790527344,38.43999862670898,38.22999954223633,20.0,150.8800048828125,9.618976593017578,36.20000076293945,53.61000061035156,19.131420135498047,52.02000045776367,26.989999771118164,20.287500381469727
2010-01-27,7.424285888671875,1.5926669836044312,29.670000076293945,28.01474380493164,6.137499809265137,61.93000030517578,27.950000762939453,59.74236679077149,39.33000183105469,38.22999954223633,20.239999771118164,151.5,9.618976593017578,36.20000076293945,53.400001525878906,19.350452423095703,51.959999084472656,28.200000762939453,20.977500915527344
2010-01-28,7.117499828338623,1.5926669836044312,29.15999984741211,27.508283615112305,6.301499843597412,62.560001373291016,27.489999771118164,58.67366409301758,39.47999954223633,38.22999954223633,19.920000076293945,153.2899932861328,9.618976593017578,36.20000076293945,52.61000061035156,19.29002952575684,51.90999984741211,28.450000762939453,20.662500381469727
2010-01-29,6.859285831451416,1.5926669836044312,28.18000030517578,27.592693328857425,6.270500183105469,60.59999847412109,26.780000686645508,58.17748260498047,38.93999862670898,38.22999954223633,19.39999961853028,148.72000122070312,9.618976593017578,36.20000076293945,53.43000030517578,19.15407943725586,51.27000045776367,28.43000030517578,20.50749969482422
2010-02-01,6.9546427726745605,1.5926669836044312,28.40999984741211,27.770893096923828,5.94350004196167,61.70000076293945,27.559999465942383,60.54389190673828,39.630001068115234,38.22999954223633,19.61000061035156,153.1300048828125,9.618976593017578,36.20000076293945,53.47999954223633,19.1691837310791,51.09000015258789,28.93000030517578,20.915000915527344
2010-02-02,6.994999885559082,1.5926669836044312,28.459999084472656,27.883440017700195,5.906000137329102,61.93999862670898,28.059999465942383,62.404579162597656,40.54999923706055,38.22999954223633,19.90999984741211,156.94000244140625,9.618976593017578,36.20000076293945,53.4900016784668,19.40332221984864,50.81999969482422,28.790000915527344,21.002500534057617
2010-02-03,7.115356922149658,1.5926669836044312,28.6299991607666,27.37697982788086,5.954999923706055,61.459999084472656,27.88999938964844,61.14503860473633,40.290000915527344,38.22999954223633,19.68000030517578,157.22999572753906,9.618976593017578,36.20000076293945,54.27000045776367,19.320241928100582,50.59999847412109,28.13999938964844,20.8799991607666
2010-02-04,6.85892915725708,1.5926669836044312,27.84000015258789,26.851762771606445,5.796999931335449,59.31999969482422,26.6299991607666,56.8702278137207,38.34999847412109,38.22999954223633,19.020000457763672,150.67999267578125,9.618976593017578,36.20000076293945,52.970001220703125,18.904834747314453,49.06999969482422,27.059999465942383,20.762500762939453
2010-02-05,6.980713844299316,1.5926669836044312,28.020000457763672,26.95492935180664,5.869500160217285,58.400001525878906,27.26000022888184,56.8129768371582,38.29999923706055,38.22999954223633,19.46999931335449,154.16000366210938,9.618976593017578,36.20000076293945,53.45000076293945,19.06344413757324,49.29999923706055,27.420000076293945,20.63999938964844
2010-02-08,6.932857036590576,1.5926669836044312,27.71999931335449,26.60791015625,5.84149980545044,57.88999938964844,26.600000381469727,55.24809265136719,37.70000076293945,38.22999954223633,19.350000381469727,151.10000610351562,9.618976593017578,36.20000076293945,52.93000030517578,18.86706924438477,48.77999877929688,26.43000030517578,20.762500762939453
2010-02-09,7.006785869598389,1.5926669836044312,28.01000022888184,26.96430969238281,5.901500225067139,59.7400016784668,27.1299991607666,59.3702278137207,38.38999938964844,38.22999954223633,19.64999961853028,152.49000549316406,9.618976593017578,36.20000076293945,53.25,19.07855033874512,49.13999938964844,26.709999084472656,20.8174991607666
2010-02-10,6.968571186065674,1.5926669836044312,27.989999771118164,27.076854705810547,5.868000030517578,59.540000915527344,27.51000022888184,59.86641311645508,38.869998931884766,38.22999954223633,19.690000534057617,153.6300048828125,9.618976593017578,36.20000076293945,53.2400016784668,18.97281074523925,48.95000076293945,27.18000030517578,20.90999984741211
2010-02-11,7.0953569412231445,1.5926669836044312,28.1200008392334,27.236297607421875,6.004499912261963,60.59000015258789,27.1200008392334,58.96946716308594,39.02000045776367,38.22999954223633,20.059999465942383,154.0500030517578,9.618976593017578,36.20000076293945,53.08000183105469,19.025680541992188,49.15999984741211,27.07999992370605,21.28499984741211
2010-02-12,7.156428813934326,1.5926669836044312,27.93000030517578,27.133129119873047,5.982999801635742,59.650001525878906,27.15999984741211,57.79580307006836,38.95000076293945,38.22999954223633,20.43000030517578,153.92999267578125,9.618976593017578,36.20000076293945,52.900001525878906,18.93504524230957,48.63999938964844,26.8799991607666,21.19499969482422
2010-02-16,7.264286041259766,1.5926669836044312,28.350000381469727,27.36760139465332,5.876500129699707,61.2599983215332,27.81999969482422,60.85877990722656,40.06999969482422,38.22999954223633,20.71999931335449,157.39999389648438,9.618976593017578,36.20000076293945,53.560001373291016,19.12386703491211,50.09000015258789,27.38999938964844,21.46999931335449
2010-02-17,7.23392915725708,1.5926669836044312,28.59000015258789,27.33008575439453,5.815499782562256,61.81999969482422,27.38999938964844,60.53435134887695,40.040000915527344,38.22999954223633,20.65999984741211,157.25999450683594,9.618976593017578,36.20000076293945,54.060001373291016,19.184289932250977,50.59999847412109,27.32999992370605,21.604999542236328
2010-02-18,7.247499942779541,1.5926669836044312,28.96999931335449,27.33946418762207,5.90399980545044,62.88999938964844,27.26000022888184,61.8129768371582,40.40999984741211,38.22999954223633,20.84000015258789,155.72999572753906,9.618976593017578,36.20000076293945,53.470001220703125,19.06344413757324,50.7400016784668,27.34000015258789,21.739999771118164
2010-02-19,7.202499866485596,1.5926669836044312,28.770000457763672,27.217538833618164,5.875999927520752,63.59000015258789,27.40999984741211,61.95610809326172,40.02999877929688,38.22999954223633,20.81999969482422,156.17999267578125,9.618976593017578,36.20000076293945,53.4900016784668,18.957704544067383,50.72999954223633,27.3700008392334,21.70249938964844
